Txn Hash,timestamp,token_bought,token_sold,volume_bought,volume_sold,token_symbol,ETH_Price,token_price,house_token,token_name,name_short,token_supply,on_chain_market_cap,city,realt_price_original,realt_apr,rmm,initial_market_cap_without_premium,initial_market_cap,volume_total,holders_count,offering_date_timestamp
0xbdddd06bda6d2453a050e64adb42214fabf56a8e7a67bd7aef22771c6218bc54,1594414696, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1,0.2179945,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,241.926498,52.73864597,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,63286.37516,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x28873c4099a0326830fe613901306e8ed592178a7a1d46d9849f14a42ce9e878,1594544171, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.416297027,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,240.79567,50.12126077,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,60145.51292,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xc370a3f765b43476018793d048ee6423234ac6e092bd20364c7327ed4da5fb21,1594662816, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.5,0.311680718,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,240.893227,50.05451597,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,60065.41916,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x050dfde3ed24142904e18519fcbe23aa28d8d2666a825590381168f75a7aa1e6,1594749543, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,0.511760906,0.109672686,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,240.0935515,51.45313832,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,61743.76598,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x67fa76bd40a4e59512a54727e491ebab8cf9a0f9d5e6894ff61f61d38bc5be20,1594929834, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,2,0.445904786,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,236.045898,52.62699782,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,63152.39738,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x52782c87101a17da8ad7677c7c8ce33e6c14b7efeeb0f94de44864200cb1adfb,1594930415, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,1.8,0.426567958,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,236.045898,55.93867595,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,67126.41114,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xcc9af57a3501da4fbf58895611df1699a87befa32eaf1d7bf53fd7a33b233c5b,1594930777, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.010267062,0.241070121,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,236.045898,56.32531766,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,67590.38119,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x6e366d1020bdb44e867a0a086112fb05888764c18f0a224e3a1740a1680858fe,1594941623, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,0.994944621,0.229806343,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,236.045898,54.52046622,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,65424.55946,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x9f9b2d432538e7240a4bfb0fd77a954a9264805f92c360457ffb115f16a4ed07,1595111220, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1,0.223726813,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,234.169746,52.39005097,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,62868.06116,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xf36fd5579a1260ec4cc2470fffcbbb07ebf8728c442caef443688b762b76a2c9,1595360282, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.989738842,0.424870559,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,240.6596145,51.38824392,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,61665.8927,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x59669387c6b99e4386d4615d1e62bab7fabca015c7f6430fa29e7e595e7cdc1e,1595399611, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,0.399847339,1.989748288,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,253.6139525,1262.051485,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,1514461.782,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x273eb1b268a5a941fd8dd36c4d39b0e8039890f9d8de24bd9ff0c332c622e5c8,1595699232, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,0.994951727,0.191231004,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,291.541565,56.03466447,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,67241.59736,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x273eb1b268a5a941fd8dd36c4d39b0e8039890f9d8de24bd9ff0c332c622e5c8,1595699245, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,0.994951727,0.191231004,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,291.541565,56.03466447,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,67241.59736,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xe9836f1c5268b1b5411d947e35bab777cc2393cb83d93d8965c9617bce816dc8,1595724221, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2.984425949,0.54172997,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,306.6679995,55.6660641,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,66799.27692,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xf2f8707ce086cc240505d28954900cb74984ee977fce35be8ea5937020d31629,1595806562, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,2.563346998,0.465239076,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,306.6679995,55.65923647,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,66791.08376,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xdb9abaef79161b4a59067b7111f66c4fcab441227e9d4d39c0071108c93ef978,1595851640, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.626679475,9.94308888,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,315.5860135,1929.021562,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,2314825.874,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x836b657cf2927785e750b188ee744d9729776d04c2158bd957f0baa9fdf07b7a,1595854209, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2.5,0.371338244,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,315.5860135,46.87566243,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,56250.79492,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x9423410069246369654fc2229908163a376a7c286b1d31ed60c8dabdc7e00778,1596314078, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.515309431,0.226593496,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,365.499161,54.65532714,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,65586.39257,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xd4cbff4912d187ac2e62676cab585757e4f80267d71662fd0fddd499f65bffbb,1596369217, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,0.308814583,0.045734337,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,378.110794,55.9968584,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,67196.23008,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xf0a385a1d2e598f89a5199a08ab29277e71d0649ded01a922dc3393ef506332c,1596494874, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1,0.150630869,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,378.714508,57.04609544,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,68455.31453,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x72aaf664955b0c8a4ab484b14f01166d4ddfe6a014f2ad65be5968e33cc30c8c,1596495545, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1,0.149740045,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,378.714508,56.70872747,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,68050.47296,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x53295cc58c3deaf3fe68ca9b53aac04b7365345195eb03dbab6aee937ab00be1,1596660318, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.28820539,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,395.6506955,57.0143315,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,68417.1978,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x3588eae91818572debeb6065f6ccf5fec4ec2175fc1b98f5a70ba5551ecca850,1596707291, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.274086242,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,398.2729035,54.58056171,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,65496.67405,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x497177ef3a1c9351a896541696b3ec95216f153a3260af963e1551530dd5ada1,1596805618, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.191186,0.162574429,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,387.369858,52.8686817,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,63442.41804,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xaa48caa3afdc11279b53dc00c33a91f17f62f62b8eaf2f993cf9b5a2c46b6073,1597452990, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,5,0.648186483,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,435.4589535,56.45172151,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,67742.06581,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xe843fa7197257ff5c59cdd07c450efd137dc00cc43100e13f7ff6bb0389cf02a,1597508554, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,4,0.466374911,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,435.4589535,50.77178267,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,60926.1392,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xf5d887f5b8756a13853cadfd34a12d9783ed6b7f8147e9b195eca904a7b7e875,1597606117, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,5,0.593435887,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,433.5686035,51.45903376,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,61750.84051,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x21e7203bf8f20f6d5145072d013731ec5ce748dd43035db85a731cd370ac1ccb,1598240477, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,4.432169607,0.588232276,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,399.911591,53.07579047,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,63690.94856,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xc7786bc8f19ecf9f98f48a6b26c0599db5c82df4e816c9c4e9f3e7dff18e140b,1598618727, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1,9,1.420958033,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,389.252121,61.4567698,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,73748.12376,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xc6087e5cf0b7704510bd5a707cc038449d8c81b5ef6263e33e854396f4da11c1,1598624733, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1,0.174464219,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,389.252121,67.91056728,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,81492.68074,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xef4e096f4dbf4f3363d152dd9f17049da8cbf001323e5a9eeef8648a928533a2,1598625218, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,4,0.65199368,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,389.252121,63.4474807,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,76136.97684,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xef4e096f4dbf4f3363d152dd9f17049da8cbf001323e5a9eeef8648a928533a2,1598625218, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,4,0.65199368,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,389.252121,63.4474807,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,76136.97684,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x5032c6c8a4755301e736d3f1b169a78ba883f7974efb551758a0f469e158e184,1598655593, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.300914262,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,389.252121,58.56575736,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,70278.90883,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x95ce157458c09be0b088638e83950d475eda0e7d6ef6f6291bebe5a63a1b2392,1598738007, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.285873008,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,397.804535,56.86078951,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,68232.94741,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xbed8e44ad9b337fca0684d0bde2dcc9bc03a11690bb9750b4988d678c3015ec2,1598811124, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1,0.141975687,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,414.00621,58.77881609,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,70534.57931,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x209d903678cbd8d3ceca3f0c4b8025a3905a9d72b36f33247e01035468de2a32,1598921452, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,1.015574051,0.143305931,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,455.9631805,64.34019067,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,77208.2288,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xa9e6895f3d8c933e7fd02b6656c5c1e48ba877dd8ded24bcb1503a005c205525,1599121716, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,4,0.530777225,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,412.955963,54.79690502,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,65756.28602,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x954931a75f7080e1ced228d52be9d6fbd4c85f8b42f234f5ff7e5a0758306a7e,1599326320, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,4,0.533976277,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,361.649231,48.27802749,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,57933.63299,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xea84caf436b5ddc2f6aa7dbeaa42c4c8c53222fc34b26275dabdf547e6724f56,1599480703, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,3,0.436987719,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,353.061874,51.427901,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,61713.4812,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x58cc107f7e621c9715a36f3290c5827bc79737cc5ed81eca962af45a8a848e23,1599744609, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.293304274,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,359.7656095,52.76039545,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,63312.47454,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xa7043571db5429a816d040e5199864ded676b65f60c1bf4765c8d7c6be7d0654,1599771327, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,4,0.544243644,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,359.7656095,48.95003658,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,58740.0439,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0x0b3e8a8e76accd576fa313aa0e8a8dd9325c257bbd1e717d3ba707efc85235d8,1600385475, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH,2,0.266996132,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,377.442505,50.38784444,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,60465.41333,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
0xae0dc39cf0b82125e705ac57cba988359683a2415eb2f10365fefaaa8cf1bf0e,1600587427, ETH, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,3.901403171,0.56077534,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,378.325409,54.37929652,0xa81F77E8988b28fB74243B907acE3c83353Dc80a,RealToken S 15634 Liberal St Detroit MI,15634-liberal,1200,65255.15582,Detroit,51.580002,14.04%,No,55632.125,61896,8944.4297,173,1588892400
